founded,industry,count
1993,"leisure, travel & tourism",500
1993,education management,648
1993,food & beverages,537
1993,environmental services,619
1993,veterinary,60
1993,think tanks,47
1993,logistics and supply chain,400
1993,military,11
1993,luxury goods & jewelry,106
1993,wine and spirits,94
1993,program development,72
1993,information services,101
1993,warehousing,38
1993,farming,166
1993,security and investigations,270
1993,"glass, ceramics & concrete",57
1993,railroad manufacture,22
1993,computer hardware,183
1993,government relations,54
1993,law enforcement,17
1993,performing arts,108
1993,wireless,37
1993,"health, wellness and fitness",691
1993,design,464
1993,recreational facilities and services,102
1993,computer & network security,104
1993,utilities,115
1993,public policy,45
1993,defense & space,69
1993,banking,199
1993,professional training & coaching,552
1993,biotechnology,168
1993,broadcast media,192
1993,pharmaceuticals,277
1993,photography,144
1993,translation and localization,102
1993,hospitality,455
1993,semiconductors,60
1993,primary/secondary education,171
1993,renewables & environment,221
1993,internet,206
1993,packaging and containers,200
1993,government administration,147
1993,tobacco,4
1993,investment management,205
1993,philanthropy,95
1993,public relations and communications,231
1993,executive office,40
1993,medical devices,370
1993,apparel & fashion,418
1993,shipbuilding,26
1993,ranching,10
1993,medical practice,271
1993,hospital & health care,695
1993,legal services,466
1993,legislative office,3
1993,motion pictures and film,77
1993,printing,397
1993,industrial automation,368
1993,business supplies and equipment,340
1993,public safety,78
1993,gambling & casinos,28
1993,real estate,1080
1993,entertainment,327
1993,venture capital & private equity,70
1993,human resources,381
1993,animation,35
1993,cosmetics,131
1993,telecommunications,573
1993,textiles,294
1993,e-learning,80
1993,automotive,735
1993,marketing and advertising,1502
1993,market research,120
1993,accounting,626
1993,food production,348
1993,maritime,167
1993,computer games,25
1993,machinery,732
1993,transportation/trucking/railroad,398
1993,management consulting,1021
1993,international affairs,52
1993,fishery,18
1993,furniture,374
1993,museums and institutions,66
1993,oil & energy,508
1993,sports,300
1993,information technology and services,2433
1993,civil engineering,427
1993,commercial real estate,120
1993,online media,37
1993,investment banking,48
1993,supermarkets,25
1993,music,199
1993,non-profit organization management,934
1993,paper & forest products,64
1993,consumer goods,292
1993,judiciary,25
1993,package/freight delivery,42
1993,higher education,252
1993,sporting goods,106
1993,individual & family services,246
1993,retail,708
1993,electrical/electronic manufacturing,816
1993,consumer services,268
1993,fund-raising,54
1993,airlines/aviation,148
1993,graphic design,234
1993,international trade and development,219
1993,fine art,94
1993,research,238
1993,dairy,20
1993,construction,2300
1993,building materials,457
1993,writing and editing,46
1993,facilities services,336
1993,mechanical or industrial engineering,917
1993,media production,288
1993,wholesale,538
1993,insurance,612
1993,alternative dispute resolution,21
1993,computer software,1047
1993,publishing,287
1993,capital markets,31
1993,law practice,608
1993,consumer electronics,119
1993,arts and crafts,122
1993,religious institutions,110
1993,aviation & aerospace,134
1993,mining & metals,250
1993,staffing and recruiting,443
1993,outsourcing/offshoring,76
1993,libraries,8
1993,events services,440
1993,mental health care,129
1993,nanotechnology,12
1993,political organization,34
1994,wireless,40
1994,staffing and recruiting,541
1994,industrial automation,441
1994,accounting,665
1994,fine art,89
1994,animation,27
1994,writing and editing,78
1994,executive office,42
1994,chemicals,366
1994,professional training & coaching,592
1994,fishery,23
1994,entertainment,365
1994,publishing,342
1994,food & beverages,619
1994,restaurants,187
1994,events services,538
1994,venture capital & private equity,74
1994,nanotechnology,19
1994,music,214
1994,religious institutions,115
1994,railroad manufacture,16
1994,renewables & environment,286
1994,philanthropy,94
1994,investment management,221
1994,transportation/trucking/railroad,492
1994,military,15
1994,semiconductors,46
1994,legislative office,5
1994,supermarkets,28
1994,construction,2497
1994,civil engineering,435
1994,investment banking,69
1994,machinery,666
1994,medical devices,384
1994,utilities,154
1994,defense & space,88
1994,information technology and services,2950
1994,"glass, ceramics & concrete",51
1994,capital markets,38
1994,consumer goods,387
1994,civic & social organization,378
1994,environmental services,640
1994,electrical/electronic manufacturing,846
1994,mental health care,115
1994,security and investigations,341
1994,biotechnology,147
1994,gambling & casinos,46
1994,law enforcement,13
1994,mechanical or industrial engineering,1088
1994,translation and localization,105
1994,international trade and development,220
1994,photography,190
1994,individual & family services,246
1994,non-profit organization management,1024
1994,public policy,57
1994,packaging and containers,192
1994,real estate,1219
1994,design,595
1994,warehousing,44
1994,museums and institutions,78
1994,textiles,303
1994,architecture & planning,760
1994,business supplies and equipment,379
1994,farming,204
1994,fund-raising,40
1994,"leisure, travel & tourism",558
1994,pharmaceuticals,315
1994,primary/secondary education,150
1994,banking,203
1994,hospitality,515
1994,human resources,479
1994,wine and spirits,96
1994,package/freight delivery,52
1994,"health, wellness and fitness",746
1994,e-learning,103
1994,shipbuilding,29
1994,media production,285
1994,apparel & fashion,421
1994,graphic design,218
1994,marketing and advertising,1723
1994,online media,57
1994,legal services,492
1994,government relations,57
1994,wholesale,541
1994,broadcast media,210
1994,paper & forest products,63
1994,alternative medicine,31
1994,higher education,322
1994,medical practice,310
1994,computer games,47
1994,oil & energy,606
1994,outsourcing/offshoring,107
1994,financial services,1244
1994,public relations and communications,282
1994,political organization,33
1994,retail,773
1994,program development,84
1994,computer & network security,116
1994,food production,381
1994,luxury goods & jewelry,96
1994,recreational facilities and services,113
1994,research,268
1994,dairy,35
1994,sporting goods,111
1994,internet,400
1994,international affairs,50
1994,libraries,16
1994,airlines/aviation,170
1994,computer software,1227
1994,law practice,671
1994,logistics and supply chain,447
1994,education management,728
1994,computer networking,137
1994,arts and crafts,137
1994,think tanks,54
1994,import and export,258
1994,sports,309
1994,judiciary,37
1994,consumer services,287
1994,veterinary,86
1994,consumer electronics,171
1994,newspapers,55
1994,cosmetics,152
1994,ranching,18
1994,information services,137
1994,maritime,156
1994,computer hardware,197
1994,facilities services,398
1994,alternative dispute resolution,27
1994,market research,135
1994,automotive,838
1994,performing arts,112
1994,government administration,197
1994,plastics,286
1994,public safety,77
1994,commercial real estate,148
1994,aviation & aerospace,136
1994,insurance,683
1994,management consulting,1232
1994,telecommunications,661
1994,motion pictures and film,103
1994,hospital & health care,864
1994,furniture,357
1994,building materials,478
1994,mining & metals,276
1994,printing,460
1994,tobacco,8
1995,motion pictures and film,146
1995,wholesale,584
1995,computer hardware,203
1995,sports,375
1995,design,760
1995,luxury goods & jewelry,105
1995,consumer electronics,155
1995,international trade and development,238
1995,import and export,301
1995,semiconductors,76
1995,real estate,1396
1995,consumer goods,361
1995,"leisure, travel & tourism",641
1995,program development,77
1995,outsourcing/offshoring,91
1995,marketing and advertising,2044
1995,management consulting,1301
1995,individual & family services,277
1995,museums and institutions,82
1995,consumer services,319
1995,public safety,89
1995,"glass, ceramics & concrete",56
1995,fishery,15
1995,wireless,46
1995,ranching,19
1995,music,265
1995,farming,210
1995,alternative medicine,59
1995,hospital & health care,908
1995,security and investigations,312
1995,photography,211
1995,writing and editing,82
1995,financial services,1318
1995,renewables & environment,274
1995,market research,136
1995,commercial real estate,161
1995,information technology and services,3546
1995,alternative dispute resolution,20
1995,tobacco,7
1995,environmental services,704
1995,plastics,264
1995,computer networking,137
1995,nanotechnology,17
1995,online media,92
1995,education management,848
1995,broadcast media,248
1995,professional training & coaching,713
1995,machinery,808
1995,newspapers,74
1995,legal services,536
1995,venture capital & private equity,86
1995,telecommunications,829
1995,package/freight delivery,48
1995,hospitality,601
1995,computer software,1304
1995,biotechnology,171
1995,animation,40
1995,fund-raising,59
1995,apparel & fashion,488
1995,law practice,755
1995,computer games,46
1995,logistics and supply chain,512
1995,capital markets,46
1995,maritime,170
1995,public relations and communications,354
1995,philanthropy,120
1995,veterinary,97
1995,sporting goods,142
1995,law enforcement,18
1995,military,17
1995,political organization,15
1995,airlines/aviation,156
1995,government administration,173
1995,civic & social organization,397
1995,retail,792
1995,facilities services,400
1995,building materials,536
1995,internet,717
1995,public policy,62
1995,railroad manufacture,11
1995,dairy,34
1995,shipbuilding,29
1995,primary/secondary education,186
1995,electrical/electronic manufacturing,869
1995,e-learning,158
1995,food production,391
1995,religious institutions,125
1995,accounting,699
1995,construction,2699
1995,furniture,382
1995,staffing and recruiting,640
1995,paper & forest products,87
1995,oil & energy,594
1995,media production,370
1995,think tanks,45
1995,legislative office,1
1995,medical devices,416
1995,human resources,585
1995,mining & metals,311
1995,utilities,157
1995,banking,162
1995,events services,672
1995,investment management,233
1995,fine art,132
1995,printing,477
1995,mechanical or industrial engineering,1153
1995,executive office,46
1995,computer & network security,144
1995,architecture & planning,795
1995,civil engineering,469
1995,pharmaceuticals,336
1995,government relations,62
1995,cosmetics,161
1995,automotive,873
1995,performing arts,145
1995,investment banking,77
1995,food & beverages,648
1995,aviation & aerospace,135
1995,entertainment,500
1995,chemicals,371
1995,research,313
1995,mental health care,158
1995,libraries,16
1995,higher education,328
1995,restaurants,213
1995,information services,181
1995,insurance,701
1995,supermarkets,28
1995,warehousing,66
1995,non-profit organization management,1035
1995,publishing,359
1995,gambling & casinos,37
1995,translation and localization,147
1995,packaging and containers,254
1995,arts and crafts,158
1995,recreational facilities and services,99
1995,graphic design,270
1995,business supplies and equipment,348
1995,international affairs,43
1995,transportation/trucking/railroad,535
1995,textiles,313
1995,medical practice,391
1995,"health, wellness and fitness",899
1995,defense & space,99
1995,wine and spirits,112
1995,judiciary,33
1995,industrial automation,453
1996,museums and institutions,83
1996,medical practice,395
1996,defense & space,81
1996,media production,391
1996,philanthropy,158
1996,legislative office,2
1996,shipbuilding,34
1996,public relations and communications,345
1996,performing arts,149
1996,primary/secondary education,134
1996,tobacco,20
1996,restaurants,246
1996,furniture,387
1996,animation,46
1996,semiconductors,72
1996,consumer goods,369
1996,sports,428
1996,"leisure, travel & tourism",630
1996,government administration,160
1996,civil engineering,473
1996,events services,648
1996,graphic design,278
1996,real estate,1317
1996,maritime,190
1996,alternative dispute resolution,28
1996,higher education,369
1996,libraries,19
1996,motion pictures and film,133
1996,consumer services,338
1996,supermarkets,27
1996,construction,2619
1996,biotechnology,203
1996,judiciary,45
1996,computer games,44
1996,executive office,61
1996,legal services,550
1996,law enforcement,23
1996,architecture & planning,824
1996,medical devices,475
1996,mechanical or industrial engineering,1129
1996,mining & metals,316
1996,fund-raising,59
1996,chemicals,366
1996,automotive,876
1996,information technology and services,4275
1996,import and export,297
1996,public safety,82
1996,international affairs,65
1996,photography,215
1996,internet,1059
1996,building materials,480
1996,music,283
1996,non-profit organization management,1120
1996,packaging and containers,220
1996,plastics,244
1996,education management,922
1996,renewables & environment,301
1996,textiles,323
1996,ranching,17
1996,management consulting,1480
1996,outsourcing/offshoring,114
1996,mental health care,167
1996,government relations,59
1996,political organization,33
1996,insurance,734
1996,industrial automation,436
1996,farming,222
1996,staffing and recruiting,728
1996,newspapers,80
1996,consumer electronics,220
1996,sporting goods,128
1996,international trade and development,234
1996,railroad manufacture,14
1996,"health, wellness and fitness",978
1996,food & beverages,631
1996,airlines/aviation,181
1996,printing,470
1996,hospitality,629
1996,arts and crafts,139
1996,translation and localization,138
1996,investment management,237
1996,oil & energy,583
1996,telecommunications,920
1996,investment banking,92
1996,luxury goods & jewelry,139
1996,veterinary,90
1996,market research,162
1996,food production,371
1996,publishing,367
1996,fine art,119
1996,pharmaceuticals,402
1996,law practice,733
1996,gambling & casinos,46
1996,accounting,672
1996,military,11
1996,environmental services,713
1996,computer & network security,195
1996,electrical/electronic manufacturing,847
1996,banking,185
1996,dairy,24
1996,machinery,765
1996,paper & forest products,66
1996,computer hardware,214
1996,broadcast media,249
1996,capital markets,39
1996,apparel & fashion,456
1996,writing and editing,77
1996,cosmetics,180
1996,e-learning,165
1996,think tanks,66
1996,marketing and advertising,2317
1996,business supplies and equipment,395
1996,financial services,1398
1996,civic & social organization,407
1996,online media,103
1996,utilities,144
1996,recreational facilities and services,100
1996,program development,85
1996,retail,842
1996,wine and spirits,121
1996,"glass, ceramics & concrete",64
1996,logistics and supply chain,509
1996,transportation/trucking/railroad,564
1996,aviation & aerospace,158
1996,commercial real estate,153
1996,fishery,26
1996,research,298
1996,venture capital & private equity,101
1996,information services,195
1996,human resources,593
1996,hospital & health care,990
1996,computer networking,217
1996,facilities services,434
1996,public policy,60
1996,computer software,1537
1996,warehousing,55
1996,entertainment,454
1996,individual & family services,234
1996,nanotechnology,19
1996,alternative medicine,36
1996,security and investigations,359
1996,religious institutions,121
1996,wireless,49
1996,design,741
1996,wholesale,524
1996,package/freight delivery,41
1996,professional training & coaching,725
1997,"leisure, travel & tourism",637
1997,food production,340
1997,international trade and development,241
1997,apparel & fashion,412
1997,textiles,291
1997,translation and localization,160
1997,museums and institutions,86
1997,medical devices,445
1997,arts and crafts,174
1997,investment management,268
1997,medical practice,372
1997,luxury goods & jewelry,119
1997,hospitality,646
1997,mining & metals,314
1997,online media,142
1997,logistics and supply chain,496
1997,capital markets,43
1997,import and export,277
1997,staffing and recruiting,831
1997,government administration,164
1997,wine and spirits,139
1997,fine art,107
1997,performing arts,169
1997,shipbuilding,38
1997,newspapers,76
1997,plastics,263
1997,law practice,721
1997,international affairs,61
1997,insurance,743
1997,aviation & aerospace,176
1997,veterinary,82
1997,computer & network security,192
1997,writing and editing,102
1997,legislative office,3
1997,dairy,22
1997,civic & social organization,421
1997,furniture,393
1997,restaurants,250
1997,construction,2614
1997,human resources,639
1997,defense & space,122
1997,retail,829
1997,maritime,188
1997,music,293
1997,consumer goods,353
1997,architecture & planning,831
1997,electrical/electronic manufacturing,841
1997,warehousing,58
1997,transportation/trucking/railroad,604
1997,graphic design,377
1997,information services,185
1997,commercial real estate,167
1997,business supplies and equipment,369
1997,management consulting,1580
1997,internet,1075
1997,research,372
1997,wireless,60
1997,investment banking,82
1997,venture capital & private equity,101
1997,alternative medicine,38
1997,professional training & coaching,775
1997,consumer services,342
1997,biotechnology,246
1997,motion pictures and film,157
1997,nanotechnology,35
1997,libraries,17
1997,"health, wellness and fitness",908
1997,e-learning,199
1997,farming,197
1997,sports,347
1997,education management,968
1997,mechanical or industrial engineering,1056
1997,industrial automation,447
1997,facilities services,414
1997,higher education,355
1997,hospital & health care,948
1997,financial services,1456
1997,mental health care,132
1997,public safety,73
1997,religious institutions,131
1997,market research,173
1997,accounting,693
1997,packaging and containers,257
1997,non-profit organization management,1086
1997,environmental services,744
1997,events services,653
1997,civil engineering,475
1997,entertainment,489
1997,"glass, ceramics & concrete",51
1997,executive office,42
1997,chemicals,354
1997,cosmetics,181
1997,utilities,190
1997,alternative dispute resolution,23
1997,railroad manufacture,22
1997,renewables & environment,309
1997,legal services,576
1997,computer networking,181
1997,sporting goods,118
1997,animation,39
1997,primary/secondary education,164
1997,wholesale,525
1997,supermarkets,26
1997,package/freight delivery,49
1997,computer games,80
1997,government relations,73
1997,tobacco,9
1997,philanthropy,127
1997,individual & family services,287
1997,building materials,502
1997,public policy,71
1997,marketing and advertising,2322
1997,telecommunications,876
1997,broadcast media,256
1997,program development,89
1997,real estate,1297
1997,airlines/aviation,199
1997,printing,443
1997,machinery,726
1997,military,11
1997,paper & forest products,68
1997,recreational facilities and services,87
1997,judiciary,40
1997,fishery,31
1997,computer hardware,209
1997,outsourcing/offshoring,132
1997,public relations and communications,342
1997,design,850
1997,publishing,404
1997,oil & energy,683
1997,gambling & casinos,39
1997,media production,374
1997,law enforcement,17
1997,semiconductors,70
1997,think tanks,53
1997,fund-raising,69
1997,pharmaceuticals,361
1997,ranching,23
1997,computer software,1630
1997,security and investigations,323
1997,photography,181
1997,food & beverages,702
1997,information technology and services,4434
1997,automotive,925
1997,banking,220
1997,consumer electronics,209
1997,political organization,29
1998,consumer services,359
1998,package/freight delivery,53
1998,individual & family services,293
1998,alternative medicine,54
1998,animation,50
1998,electrical/electronic manufacturing,887
1998,design,956
1998,food production,372
1998,research,342
1998,architecture & planning,858
1998,veterinary,101
1998,renewables & environment,390
1998,outsourcing/offshoring,150
1998,real estate,1467
1998,computer hardware,256
1998,construction,2816
1998,events services,780
1998,music,337
1998,higher education,413
1998,public relations and communications,407
1998,medical devices,501
1998,government relations,65
1998,consumer electronics,222
1998,printing,455
1998,law enforcement,27
1998,semiconductors,78
1998,newspapers,66
1998,railroad manufacture,29
1998,defense & space,103
1998,"leisure, travel & tourism",742
1998,information services,228
1998,"glass, ceramics & concrete",53
1998,translation and localization,159
1998,program development,110
1998,photography,226
1998,civic & social organization,476
1998,apparel & fashion,452
1998,capital markets,45
1998,security and investigations,401
1998,industrial automation,465
1998,civil engineering,502
1998,hospital & health care,1057
1998,fishery,22
1998,utilities,210
1998,building materials,550
1998,chemicals,406
1998,ranching,25
1998,entertainment,568
1998,facilities services,481
1998,market research,168
1998,food & beverages,671
1998,mechanical or industrial engineering,1199
1998,computer software,1939
1998,textiles,321
1998,fund-raising,64
1998,supermarkets,22
1998,cosmetics,168
1998,government administration,163
1998,venture capital & private equity,160
1998,telecommunications,979
1998,alternative dispute resolution,35
1998,furniture,408
1998,marketing and advertising,2716
1998,media production,453
1998,biotechnology,265
1998,computer networking,196
1998,public safety,90
1998,investment management,289
1998,publishing,425
1998,luxury goods & jewelry,168
1998,writing and editing,102
1998,international trade and development,277
1998,tobacco,13
1998,automotive,1031
1998,nanotechnology,26
1998,management consulting,1830
1998,mental health care,141
1998,information technology and services,5262
1998,law practice,748
1998,motion pictures and film,158
1998,insurance,765
1998,farming,231
1998,religious institutions,146
1998,wholesale,549
1998,warehousing,42
1998,wine and spirits,186
1998,philanthropy,149
1998,sporting goods,125
1998,executive office,54
1998,military,25
1998,libraries,14
1998,import and export,365
1998,political organization,31
1998,non-profit organization management,1195
1998,fine art,131
1998,think tanks,60
1998,packaging and containers,278
1998,investment banking,124
1998,medical practice,424
1998,online media,182
1998,computer games,78
1998,museums and institutions,112
1998,mining & metals,320
1998,aviation & aerospace,173
1998,logistics and supply chain,558
1998,computer & network security,229
1998,primary/secondary education,196
1998,staffing and recruiting,949
1998,business supplies and equipment,429
1998,judiciary,47
1998,oil & energy,706
1998,broadcast media,264
1998,internet,1353
1998,hospitality,756
1998,human resources,707
1998,"health, wellness and fitness",1103
1998,retail,947
1998,environmental services,770
1998,pharmaceuticals,418
1998,wireless,54
1998,shipbuilding,37
1998,public policy,69
1998,professional training & coaching,909
1998,accounting,750
1998,machinery,799
1998,paper & forest products,79
1998,airlines/aviation,189
1998,financial services,1635
1998,restaurants,257
1998,dairy,30
1998,banking,238
1998,recreational facilities and services,120
1998,e-learning,220
1998,graphic design,414
1998,commercial real estate,174
1998,legislative office,4
1998,international affairs,54
1998,education management,1110
1998,plastics,274
1998,gambling & casinos,60
1998,sports,434
1998,consumer goods,387
1998,performing arts,156
1998,maritime,208
1998,arts and crafts,206
1998,legal services,623
1998,transportation/trucking/railroad,564
1999,commercial real estate,152
1999,legal services,705
1999,computer hardware,248
1999,packaging and containers,233
1999,religious institutions,155
1999,farming,228
1999,building materials,529
1999,security and investigations,501
1999,"leisure, travel & tourism",791
1999,supermarkets,18
1999,financial services,1910
1999,industrial automation,471
1999,motion pictures and film,209
1999,plastics,257
1999,restaurants,289
1999,arts and crafts,194
1999,renewables & environment,403
1999,wholesale,601
1999,music,399
1999,information services,271
1999,sporting goods,163
1999,venture capital & private equity,228
1999,capital markets,49
1999,marketing and advertising,3505
1999,public policy,71
1999,chemicals,408
1999,translation and localization,171
1999,higher education,441
1999,architecture & planning,952
1999,cosmetics,214
1999,veterinary,100
1999,logistics and supply chain,588
1999,wine and spirits,196
1999,telecommunications,1318
1999,public relations and communications,414
1999,legislative office,1
1999,warehousing,75
1999,newspapers,65
1999,"glass, ceramics & concrete",68
1999,insurance,872
1999,fund-raising,106
1999,mental health care,192
1999,outsourcing/offshoring,209
1999,recreational facilities and services,121
1999,executive office,78
1999,program development,139
1999,museums and institutions,78
1999,design,1119
1999,"health, wellness and fitness",1275
1999,medical practice,484
1999,printing,458
1999,oil & energy,772
1999,judiciary,50
1999,semiconductors,108
1999,computer & network security,287
1999,military,25
1999,medical devices,537
1999,graphic design,468
1999,investment management,372
1999,consumer goods,452
1999,human resources,845
1999,e-learning,299
1999,alternative dispute resolution,21
1999,environmental services,779
1999,fishery,22
1999,libraries,19
1999,real estate,1686
1999,dairy,19
1999,business supplies and equipment,449
1999,pharmaceuticals,426
1999,hospital & health care,1126
1999,mining & metals,299
1999,tobacco,19
1999,automotive,1006
1999,facilities services,524
1999,photography,304
1999,online media,253
1999,luxury goods & jewelry,178
1999,utilities,218
1999,staffing and recruiting,1161
1999,sports,461
1999,investment banking,137
1999,government relations,87
1999,civil engineering,530
1999,events services,877
1999,individual & family services,313
1999,international affairs,62
1999,political organization,46
1999,maritime,196
1999,shipbuilding,46
1999,accounting,759
1999,market research,215
1999,education management,1157
1999,entertainment,736
1999,banking,289
1999,machinery,773
1999,broadcast media,264
1999,non-profit organization management,1322
1999,media production,579
1999,railroad manufacture,19
1999,electrical/electronic manufacturing,948
1999,apparel & fashion,497
1999,think tanks,76
1999,law enforcement,27
1999,construction,2917
1999,computer networking,228
1999,information technology and services,6305
1999,civic & social organization,494
1999,consumer electronics,254
1999,retail,1097
1999,hospitality,797
1999,computer software,2440
1999,research,420
1999,publishing,491
1999,law practice,761
1999,management consulting,2025
1999,transportation/trucking/railroad,623
1999,furniture,448
1999,package/freight delivery,65
1999,gambling & casinos,55
1999,international trade and development,276
1999,mechanical or industrial engineering,1118
1999,government administration,183
1999,writing and editing,134
1999,animation,62
1999,paper & forest products,68
1999,wireless,126
1999,fine art,156
1999,import and export,288
1999,philanthropy,181
1999,food & beverages,716
1999,professional training & coaching,1017
1999,textiles,271
1999,consumer services,442
1999,internet,2033
1999,primary/secondary education,177
1999,airlines/aviation,192
1999,defense & space,113
1999,aviation & aerospace,174
1999,public safety,109
1999,computer games,102
1999,performing arts,175
1999,food production,373
1999,biotechnology,298
1999,alternative medicine,69
1999,nanotechnology,29
1999,ranching,17
2000,primary/secondary education,188
2000,pharmaceuticals,474
2000,media production,834
2000,paper & forest products,86
2000,broadcast media,357
2000,recreational facilities and services,144
2000,defense & space,112
2000,management consulting,2727
2000,medical devices,590
2000,food & beverages,774
2000,import and export,362
2000,aviation & aerospace,179
2000,higher education,470
2000,museums and institutions,92
2000,mining & metals,370
2000,political organization,36
2000,education management,1318
2000,venture capital & private equity,252
2000,business supplies and equipment,494
2000,human resources,1062
2000,events services,1100
2000,building materials,621
2000,consumer services,479
2000,luxury goods & jewelry,185
2000,semiconductors,154
2000,internet,2238
2000,mechanical or industrial engineering,1375
2000,arts and crafts,271
2000,professional training & coaching,1225
2000,printing,506
2000,international trade and development,337
2000,financial services,2172
2000,fund-raising,69
2000,industrial automation,537
2000,restaurants,271
2000,renewables & environment,443
2000,textiles,341
2000,real estate,2089
2000,market research,223
2000,e-learning,334
2000,research,464
2000,investment management,374
2000,judiciary,74
2000,logistics and supply chain,721
2000,nanotechnology,28
2000,package/freight delivery,61
2000,"leisure, travel & tourism",908
2000,public relations and communications,567
2000,translation and localization,225
2000,legal services,818
2000,civic & social organization,490
2000,biotechnology,386
2000,motion pictures and film,267
2000,insurance,864
2000,"health, wellness and fitness",1501
2000,hospitality,1015
2000,wholesale,608
2000,law practice,893
2000,animation,92
2000,consumer electronics,294
2000,capital markets,47
2000,government relations,81
2000,airlines/aviation,234
2000,libraries,16
2000,mental health care,195
2000,automotive,1145
2000,writing and editing,191
2000,plastics,280
2000,executive office,87
2000,outsourcing/offshoring,216
2000,banking,236
2000,ranching,32
2000,packaging and containers,258
2000,construction,3451
2000,sports,540
2000,design,1510
2000,farming,300
2000,computer & network security,335
2000,dairy,28
2000,fine art,178
2000,computer software,2649
2000,newspapers,112
2000,computer hardware,307
2000,public policy,81
2000,investment banking,171
2000,shipbuilding,35
2000,railroad manufacture,22
2000,hospital & health care,1264
2000,civil engineering,596
2000,gambling & casinos,43
2000,music,526
2000,warehousing,75
2000,graphic design,688
2000,apparel & fashion,626
2000,machinery,830
2000,sporting goods,140
2000,think tanks,92
2000,maritime,275
2000,environmental services,884
2000,religious institutions,177
2000,facilities services,593
2000,commercial real estate,189
2000,law enforcement,40
2000,marketing and advertising,3945
2000,telecommunications,1370
2000,performing arts,221
2000,supermarkets,32
2000,military,14
2000,"glass, ceramics & concrete",93
2000,alternative dispute resolution,31
2000,entertainment,818
2000,philanthropy,165
2000,consumer goods,481
2000,computer games,108
2000,utilities,247
2000,oil & energy,879
2000,furniture,480
2000,public safety,103
2000,legislative office,3
2000,tobacco,10
2000,security and investigations,549
2000,individual & family services,310
2000,wireless,112
2000,information services,294
2000,online media,284
2000,publishing,498
2000,transportation/trucking/railroad,683
2000,government administration,206
2000,non-profit organization management,1375
2000,alternative medicine,92
2000,computer networking,260
2000,photography,481
2000,staffing and recruiting,1246
2000,electrical/electronic manufacturing,1024
2000,veterinary,138
2000,international affairs,82
2000,retail,1033
2000,accounting,984
2000,food production,416
2000,cosmetics,264
2000,architecture & planning,1284
2000,wine and spirits,200
2000,program development,161
2000,medical practice,604
2000,information technology and services,7410
2000,chemicals,434
2000,fishery,33
2001,tobacco,11
2001,fine art,152
2001,"glass, ceramics & concrete",61
2001,architecture & planning,1043
2001,restaurants,271
2001,medical practice,543
2001,medical devices,560
2001,apparel & fashion,547
2001,performing arts,209
2001,events services,931
2001,banking,222
2001,capital markets,47
2001,research,491
2001,writing and editing,156
2001,defense & space,130
2001,financial services,2119
2001,think tanks,100
2001,government relations,99
2001,luxury goods & jewelry,156
2001,gambling & casinos,51
2001,entertainment,784
2001,telecommunications,1400
2001,commercial real estate,176
2001,consumer goods,446
2001,publishing,457
2001,professional training & coaching,1246
2001,packaging and containers,226
2001,renewables & environment,467
2001,religious institutions,164
2001,staffing and recruiting,1335
2001,international trade and development,366
2001,logistics and supply chain,643
2001,cosmetics,224
2001,biotechnology,371
2001,sports,486
2001,newspapers,79
2001,judiciary,46
2001,online media,264
2001,printing,477
2001,plastics,241
2001,oil & energy,894
2001,internet,2044
2001,paper & forest products,71
2001,warehousing,73
2001,individual & family services,312
2001,security and investigations,481
2001,executive office,87
2001,information technology and services,7409
2001,railroad manufacture,18
2001,alternative medicine,87
2001,legal services,715
2001,real estate,1962
2001,legislative office,1
2001,civil engineering,540
2001,environmental services,859
2001,wine and spirits,185
2001,outsourcing/offshoring,212
2001,e-learning,277
2001,information services,281
2001,program development,171
2001,pharmaceuticals,473
2001,textiles,267
2001,computer games,146
2001,sporting goods,159
2001,public relations and communications,576
2001,food production,348
2001,museums and institutions,117
2001,"leisure, travel & tourism",860
2001,libraries,10
2001,marketing and advertising,4371
2001,airlines/aviation,223
2001,hospitality,860
2001,retail,1056
2001,government administration,208
2001,accounting,913
2001,aviation & aerospace,211
2001,music,448
2001,furniture,412
2001,wireless,112
2001,design,1401
2001,motion pictures and film,268
2001,graphic design,662
2001,higher education,461
2001,public safety,111
2001,computer & network security,369
2001,dairy,23
2001,utilities,232
2001,translation and localization,194
2001,management consulting,2887
2001,market research,245
2001,arts and crafts,223
2001,automotive,1080
2001,recreational facilities and services,129
2001,law enforcement,28
2001,ranching,28
2001,"health, wellness and fitness",1389
2001,alternative dispute resolution,41
2001,package/freight delivery,65
2001,investment banking,181
2001,import and export,368
2001,insurance,873
2001,human resources,1031
2001,computer networking,289
2001,supermarkets,24
2001,civic & social organization,531
2001,primary/secondary education,175
2001,business supplies and equipment,411
2001,fund-raising,99
2001,political organization,37
2001,computer software,2647
2001,nanotechnology,40
2001,consumer electronics,277
2001,semiconductors,149
2001,building materials,565
2001,mental health care,213
2001,broadcast media,318
2001,education management,1325
2001,machinery,730
2001,investment management,392
2001,maritime,202
2001,construction,3192
2001,electrical/electronic manufacturing,952
2001,mining & metals,305
2001,food & beverages,742
2001,non-profit organization management,1420
2001,philanthropy,175
2001,consumer services,491
2001,law practice,897
2001,venture capital & private equity,178
2001,military,30
2001,shipbuilding,31
2001,international affairs,70
2001,farming,235
2001,facilities services,541
2001,media production,758
2001,mechanical or industrial engineering,1155
2001,public policy,74
